Study ID,Study_Publication_Year,Study Class,Treatment Focus (Study level),N Randomized,N Randomized Detail,PTSD Criteria Met at Baseline Percent,PTSD Criteria Met at Baseline Percent Detail,PTSD Severity at Baseline Definition,PTSD Severity at Baseline Mean,PTSD Severity at Baseline Standard Deviation,PTSD Severity at Baseline Detail,Additional PTSD Severity Data,Duration of Symptoms/Diagnosis Mean,Duration of Symptoms/Diagnosis Standard Deviation,Duration of Symptoms/Diagnosis Detail,Active Duty Military Percent,Service-Connected Veteran Percent,Service-Connected Veteran Percent Detail,Veteran Percent,Community Percent,Military Status,Military Status Detail,Age Mean,Age Standard Deviation,Age Detail,Female Percent,Female Detail,Male Percent,Race/Ethnicity Reported,"Race, White","Race, Black","Race, AIAN","Race, Asian","Race, NHPI","Race, Other","Race, Detail","Ethnicity, Hispanic","Ethnicity, Hispanic Detail",Percent Treatment-naive,Percent Treatment-naive Detail,Percent with Depression,Percent with Depression Detail,Percent with TBI History,Percent with TBI History Detail,Trauma Type,Trauma Detail,Trauma Types Mean,Trauma Types Standard Deviation,Trauma Types Detail,Trauma Events Mean,Trauma Events Standard Deviation,Trauma Events Detail,SUD Substance Class,SUD Specific Substance Target,Current SUD Inclusion/Exclusion Criteria,Percent With Any SUD Detail,Patients with Suicidality Excluded,Suicide or Self-Directed Violence Exclusion/Inclusion Criteria,Suicide or Self-Directed Violence Definition,Suicide or Self-Directed Violence Percent,Suicide or Self-Directed Violence Detail,Psychotic Disorder or Symptom Inclusion/Exclusion Criteria,Psychotic Disorder or Symptom Related Definition,Psychotic Disorder or Symptom Related Percent,Psychotic Disorder or Symptom Related Detail,Personality Disorder Definition,Personality Disorder Percent,Personality Disorder Detail,Anxiety Disorder Definition,Anxiety Disorder Percent,Anxiety Disorder Detail,Prior Inpatient Hospitalization Percent,Prior Inpatient Hospitalization Percent Detail,Geometric Point,Risk of Bias Rating,Citation,PTSDPubs ID,Year Added to PTSD-Repository
morland2014,2014,Psychotherapy,PTSD,125,,1,,CAPS,70.4,13.8,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,,,1,0,Veteran,,55.3,12.5,,0,,1,Race data reported,0.464,,,0.152,0.136,0.248,,,,,,0.288,,,,Combat-related,,,,,,,,,,Included,17.60%,,,,,,,,,,,,,,,"Anxiety disorder, current: SCID for DSM-IV 19.2%;


Anxiety disorder, lifetime: SCID for DSM-IV 22.4%",,,POINT (-95.71289 37.09024),Low,"Morland LA, Mackintosh M-A, Greene CJ, et al. Cognitive processing therapy for posttraumatic stress disorder delivered to rural veterans via telemental health: a randomized noninferiority clinical trial. J Clin Psychiatry. 2014;75(5):470-6. doi: 10.4088/JCP.13m08842. PMID: 24922484.",42407,2019
morland2015,2015,Psychotherapy,PTSD,126,,1,,CAPS,67.1,16,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,0.17,0.83,Mixed,,46.4,11.9,,1,,0,Race data reported,0.476,,,0.143,0.119,0.262,,,,,,0.292,,,,,,6.2,,,,,,,,Included,3.20%,,,,,,,,,,,,,,,"Anxiety disorder, current: SCID for DSM-IV 26.8%;


Anxiety disorder, lifetime: SCID for DSM-IV 33.6%",,,POINT (-95.71289 37.09024),Some Concerns,"Morland LA, Mackintosh MA, Rosen CS, et al. Telemedicine versus in-person delivery of cognitive processing therapy for women with posttraumatic stress disorder: a randomized noninferiority trial. Depress Anxiety. 2015 Nov;32(11):811-20. doi: 10.1002/da.22397. PMID: 26243685.",44260,2019
morland2019,2019,Psychotherapy,PTSD,175,,1,,CAPS-5,41.3,7.63,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,0.463,,1,0,Veteran,,46.5,14.11,,0.251,,0.749,Race and Ethnicity data reported,0.406,0.286,0.029,0.08,0.023,0.097,,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),Some Concerns,"Morland L, Mackintosh MA, Glassman L, et al. Home-based delivery of variable length prolonged exposure therapy: a comparison of clinical efficacy between service modalities. 2019 Dec 24. doi: 10.1002/da.22979. PMID: 31872563.",1549280,2020
morland2022,2022,Psychotherapy,PTSD,137,137 couples randomized (veteran with PTSD + intimate partner without PTSD); sample characteristics reported for veteran with PTSD unless otherwise specified,1,,CAPS-5,37.5,9.49,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,,,1,0,Veteran,,41.9,13.4,,0.1898,Same-gender couples: 7.30%,0.8102,Race and Ethnicity data reported,0.58,0.185,,,,0.235,Numerators unclear and calculation based on percent and sample size do not give whole number. Weighted average percents calculated based on full N's for arms. Only Black and White reported.,0.346,Numerators unclear and calculation based on percent and sample size do not give whole number. Weighted average percents calculated based on full N's for arms.,,"At time of enrollment, 25% of veterans were in nontrauma focused individual psychotherapy, 45% were taking psychotropic medication",,,,,,,,,,,,,,,Excluded,"Current (past 3 months) SUD, score ≥3 on Drug Abuse Screening Test: 0% (excluded)
Current (past 3 months) AUD, score ≥20 on AUDIT: 0% (excluded)",,,,,Excluded: imminent suicidality,,,,"Excluded: current uncontrolled psychotic symptoms, measured by the prime screen-resived (PS-R; threshold NR)",,,,,,,,,POINT (-95.71289 37.09024),High,"Morland LA, Knopp KC, Khalifian CE, et al. A randomized trial of brief couple therapy for PTSD and relationship satisfaction. J Consult Clin Psychol. 2022 May;90(5):392-404. doi: 10.1037/ccp0000731. PMID: 35604746.",1593669,2023
mueser2008,2008,Psychotherapy,PTSD,108,,1,,CAPS,75.31,17.32,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,44.21,10.64,,0.787,,0.213,Race data reported,0.8426,,,,,0.1574,,,,,,0.6111,,,,Mixed,"combat-related, child physical abuse, child sexual abuse, rape/sexual assault, accidents, community/school violence, other (not specified)",,,,,,,,,Included,40.74%,,,,,,,,,"Schizophrenia: SCID for DSM-IV: 7.4%;


Schizoaffective disorder: SCID for DSM-IV: 8.3%",Borderline personality disorder: SCID-II,0.25,,,,,0.898,,POINT (-95.71289 37.09024),Some Concerns,"Mueser KT, Rosenberg SD, Xie HY, et al. A randomized controlled trial of cognitive-behavioral treatment for posttraumatic stress disorder in severe mental illness. J Consult Clin Psychol. 2008 Apr;76(2):259-71. doi: 10.1037/0022-006X.76.2.259. PMID: 18377122.",30794,2019
mueser2015,2015,Psychotherapy,PTSD,201,,1,,CAPS,85.92,13.29,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,43.67,10.99,,0.6866,,0.3134,Race and Ethnicity data reported,0.3433,0.5622,0.01,0.01,0.005,0.0697,,0.1791,,,,,,,,,,,,,,,,,,Included,"AUD: 4.48%


SUD (excludes alcohol): 1.49%


AUD and SUD: 0.50%",,,,,,,,,"Schizophrenia spectrum only: 27.75%;


Schizophrenia spectrum and borderline personality disorder: 7.33%",,,"Major mood disorder and borderline personality disorder: 21.47%;


Schizophrenia spectrum and borderline personality disorder: 7.33%",,,,,,POINT (-95.71289 37.09024),Low,"Mueser KT, Gottlieb JD, Xie H, et al. Evaluation of cognitive restructuring for post-traumatic stress disorder in people with severe mental illness. Br J Psychiatry. 2015 Jun;206(6):501-8. doi: 10.1192/bjp.bp.114.147926. PMID: 25858178.",43698,2019
nacasch2011,2011,Psychotherapy,PTSD,30,,1,,PSS-I,37,5.1,,Additional definitions of PTSD severity at baseline reported in the study,9.7,10.9,,0,,,1,0,Veteran,,34.3,11.7,,0.0667,,0.9333,,,,,,,,,,,,,,,,,Mixed,"combat-related, terrorism/political violence",,,,,,,,,,,,,,,,,,,,,,,"Anxiety disorders, current: MINI",0.4333,,,,POINT (35.00445 31.4611),Some Concerns,"Nacasch N, Foa EB, Huppert JD, et al. Prolonged exposure therapy for combat- and terror-related posttraumatic stress disorder: a randomized control comparison with treatment as usual. J Clin Psychiatry. 2011 Sep;72(9):1174-80. doi: 10.4088/JCP.09m05682blu. PMID: 21208581.",35512,2019
nacasch2015,2015,Psychotherapy,PTSD,39,,1,,PSS-I,31.9,6.17,,Additional definitions of PTSD severity at baseline reported in the study,7.91,11.79,,0,,,1,0,Veteran,,38.67,13.4,,0.3846,,0.6154,,,,,,,,,,,,,0.2308,,,,Mixed,"combat-related, rape/sexual assault, child sexual abuse, community/school violence, terrorism/political violence/forced displacement, accidents",,,,,,,,,,,,,,,,,,,,,,,,,"Any anxiety disorder other than PTSD: MINI 33.33%;


Obsessive–compulsive disorder: MINI 23.08%",,,POINT (35.00445 31.4611),Low,"Nacasch N, Huppert JD, Su Y-J, et al. Are 60-minute prolonged exposure sessions with 20-minute imaginal exposure to traumatic memories sufficient to successfully treat PTSD? A randomized nonininferiority clinical trial. Behav Ther. 2015 May;46(3):328-41. doi: 10.1016/j.beth.2014.12.002. PMID: 25892169.",43927,2019
najavits2018,2018,Psychotherapy,PTSD+SUD,52,,1,,PCL,51.56,13.28,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,,,1,0,Veteran,,48.75,10.77,,0.2692,,0.7308,Race and Ethnicity data reported,0.6,0.301,,,0.02,0.079,,0.04,,,,0.476,,,,Mixed,"combat-related, rape/sexual assault, other (NR)",9.88,4.62,,,,,Mixed Alcohol/Drug,Mixed Alcohol/Drug,Included,"Current diagnoses





Any substance dependence: 94.2%


Alcohol dependence: 75%


Cocaine dependence: 26.4%


Cannabis dependence: 6.1%


Heroin dependence: 2.0%


Opiates dependence: 2.0%


Any substance abuse: 21.1%


Alcohol abuse: 7.7%


Cannabis abuse: 9.6%


Opiates abuse: 3.8%


Cocaine abuse: 1.9%",,,,,,,,,,,,"SCID for DSM-IV Personality Disorders:


Any personality disorder: 37.0%


Paranoid: 21.7%


Borderline: 11.5%


Avoidant: 11.5%


Obsessive-compulsive: 7.7%


Antisocial: 6.5%


Narcissistic: 6.5%",,,"Panic disorder: MINI 19.0%


Generalized anxiety: MINI 33.3%


Agoraphobia: MINI 11.9%",,,POINT (-95.71289 37.09024),High,"Najavits LM, Krinsley K, Waring ME, et al. A randomized controlled trial for veterans with PTSD and substance use disorder: creating change versus seeking safety. Subst Use Misuse. 2018 Sep 19;53(11):1788-800. doi: 10.1080/10826084.2018.1432653. PMID: 29461920.",49779,2020
nam2013,2013,Nonpharmacologic biological,PTSD,18,,1,,CAPS,105.19,5.93,,Additional definitions of PTSD severity at baseline reported in the study,3.3,1.4,,,,,,1,Community,,34.31,7.46,,0.625,,0.375,,,,,,,,,,,,,,,,,Mixed,"intimate partner violence, accidents, community/school violence",,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (127.8392 36.38525),Some Concerns,"Nam D-H, Pae C-U, Chae J-H. Low-frequency, repetitive transcranial magnetic stimulation for the treatment of patients with posttraumatic stress disorder: a double-blind, sham-controlled study. Clin Psychopharmacol Neurosci. 2013 Aug;11(2):96-102. doi: 10.9758/cpn.2013.11.2.96. PMID: 24023554.",46490,2019
naylor2015,2015,Pharmacotherapy,PTSD,16,,1,,CAPS,86.45,5.8,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,,,1,0,Veteran,,33.82,4.33,,0.3571,,0.6429,Race and Ethnicity data reported,0.5,0.4286,,,,0.0714,,0.0714,,0%,antidepressant-naive,0.8571,,,,Combat-related,,,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),High,"Naylor JC, Kilts JD, Bradford DW, et al. A pilot randomized placebo-controlled trial of adjunctive aripiprazole for chronic PTSD in US military veterans resistant to antidepressant treatment. Int. Clin Psychopharmacol. 2015;30(3):167-74. doi: 10.1097/YIC.0000000000000061. PMID: 25647451.",46407,2019
neuner2008,2008,Psychotherapy,PTSD,277,,1,,PDS,25.3,12.4,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,35,12.8,,0.5126,,0.4874,,,,,,,,,,,,,,,,,Terrorism/political violence/forced displacement,,14.1,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (32.36908 1.27469),Some Concerns,"Neuner F, Onyut PL, Ertl V, et al. Treatment of posttraumatic stress disorder by trained lay counselors in an African refugee settlement: a randomized controlled trial. J Consult Clin Psychol. 2008 Aug;76(4):686-94. doi: 10.1037/0022-006X.76.4.686. PMID: 18665696.",31216,2019
neuner2010,2010,Psychotherapy,PTSD,32,,0.85,,PDS,37.9,7.2,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,31.4,7.8,,0.3125,,0.6875,,,,,,,,,,,,,,,,,Terrorism/political violence/forced displacement,,,,,,,,,,Included,18.75%,,,,,"Suicidal tendency, plans or attempts: 40.63%;


Suicidal tendency, ideation or no tendecy: 59.38%",,,,,,,,,,,,,POINT (10.38578 51.10698),Some Concerns,"Neuner F, Kurreck S, Ruf M, et al. Can asylum-seekers with posttraumatic stress disorder be successfully treated? A randomized controlled pilot study. Cogn Behav Ther. 2010;39(2):81-91. doi: 10.1080/16506070903121042. PMID: 19816834.",33877,2019
neylan2006,2006,Pharmacotherapy,PTSD,63,,1,,CAPS,68.3,20.7,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,,,1,0,Veteran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),Some Concerns,"Neylan TC, Lenoci M, Samuelson KW, et al. No improvement of posttraumatic stress disorder symptoms with guanfacine treatment. Am J Psychiatry. 2006 Dec;163(12):2186-8. doi: 10.1176/appi.ajp.163.12.2186. PMID: 17151174.",28964,2019
nicholson2020,2020,Nonpharmacologic biological,PTSD,36,"PTSD patients only, excludes 36 healthy controls",1,,CAPS-5,38.4,9.18,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,0.1667,0.8333,Mixed,"Veteran percent represents 6 participants (6/36) with trauma type listed as ""military occupational trauma""; no other information on veteran status provided",43.28,12.29,,0.7222,,0.2777,,,,,,,,,,,,,0.3333,Current MDD,0%,Excluded: previous head injury with loss of consciousness,Mixed,"Rape/sexual assault; Community/school violence; Other (first responder occupational trauma, military occupational trauma)",,,,,,,,,Excluded,Excluded:alcohol or substance abuse/dependence not in sustained full remission in the 3 months before the study,,,,,,,,0,Exclusion criterion,,,,"""Specific Phobia""",0.0278,current,,,POINT (-106.3468 56.13037),Low,"Nicholson AA, Ros T, Densmore M, et al. A randomized, controlled trial of alpha-rhythm EEG neurofeedback in posttraumatic stress disorder: a preliminary investigation showing evidence of decreased PTSD symptoms and restored default mode and salience network connectivity using fMRI. Neuroimage Clin. 2020;28:102490. doi: 10.1016/j.nicl.2020.102490. PMID: 33395981.",1562230,2022
nidich2018,2018,Psychotherapy & CIH,PTSD,202,,1,,CAPS,79.7,17.8,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,,,1,0,Veteran,,47,15.4,,0.1683,,0.8317,Race and Ethnicity data reported,0.5594,0.2574,0.0248,0.0693,,0.0891,,0.2228,,,31.68% with no prior PTSD medications,0.4802,,23.27%,,Mixed,MST; Combat-related; Illness/medical procedure; Natural or manmade disasters; Other (life-threatening or serious injury; life-threatening illness),,,,,,,,,Included,35.15%,,,Suicidal ideation,0.1287,,,Schizophrenia,0.0347,,,,,Anxiety disorder,0.3465,,,,POINT (-95.71289 37.09024),Low,"Nidich S, Mills PJ, Rainforth M, et al. Non-trauma-focused meditation versus exposure therapy in veterans with post-traumatic stress disorder: a randomised controlled trial. Lancet Psychiatry. 2018 Dec;5(12):975-86. doi: 10.1016/S2215-0366(18)30384-5. PMID: 30449712.",51386,2020
nijdam2012,2012,Psychotherapy,PTSD,140,,1,,SI-PTSD,39.75,6.23,,Additional definitions of PTSD severity at baseline reported in the study,30.3,56.3,,,,,,1,Community,,37.8,11.4,,0.564,,0.436,,,,,,,,,,,,,0.6,,,,Mixed,"rape/sexual assault, accidents, natural or manmade disasters, community/school violence, other (war-related)",,,,,,"inclusion criteria states a single event, but baseline characteristics also show % with earlier trauma and complex trauma",,,,,,,,,,,,,,,,,Anxiety disorder other than PTS according to SCID for DSM-IV Axis I Disorders,0.1571,,,,POINT (5.281473 52.10081),High,"Nijdam MJ, Gersons BP, Reitsma JB, et al. Brief eclectic psychotherapy v. Eye Movement Desensitization and Reprocessing therapy for post-traumatic stress disorder: randomised controlled trial. Br J Psychiatry. 2012 Mar;200(3):224-31. doi: 10.1192/bjp.bp.111.099234. PMID: 22322458.",38273,2019
niles2012,2012,Psychotherapy & CIH,PTSD,33,,1,,CAPS,66.92,19.46,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,,,1,0,Veteran,,52,13,,0,,1,Race and Ethnicity data reported,0.7576,0.1515,,,,0.1515,,0.0606,,,,,,,,Combat-related,,,,,,,,,,Excluded,0%,,,,,,,,,,,,,,,,,,POINT (-95.71289 37.09024),High,"Niles BL, Klunk-Gillis J, Ryngala DJ, et al. Comparing mindfulness and psychoeducation treatments for combat-related PTSD using a telehealth approach. Psychol Trauma. 2012 Sep;4(5):538-47. doi: 10.1037/a0026161",37920,2019
noohi2017,2017,Nonpharmacologic biological,PTSD,30,,1,,IES-R,49.1,6.6,,Additional definitions of PTSD severity at baseline reported in the study,,,,,,,,1,Community,,,,range 30 to 50,0,,1,,,,,,,,,,,,,,,,,Combat-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (54.27407 32.57503),High,"Noohi S, Miraghaie AM, Arabi A, et al. Effectiveness of neuro-feedback treatment with alpha/theta method on PTSD symptoms and their executing function. Biomed Res. 2017;28(5):2019-27.",47468,2019
nordbrandt2020,2020,Other mixed,PTSD,318,,1,,HTQ,3.17,0.04,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,0,,0,1,Community,,44.6,10.3,,0.528,,0.472,,,,,,,,,,,,,0.97,,82.20%,,Mixed,"combat-related, rape/sexual assault, terrorism/political violence/forced dsplacement, other (""violence from relatives"")",,,,,,,,,Excluded,Current abuse of drugs or alcohol: 0%,,,,,,,,,,,,,,,,,,POINT (10.02799 55.98126),High,"Nordbrandt MS, Sonne C, Mortensen EL, et al. Trauma-affected refugees treated with basic body awareness therapy or mixed physical activity as augmentation to treatment as usual-a pragmatic randomised controlled trial. PLoS One. 2020;10:846. doi: 10.1371/journal.pone.0230300. PMID: 32163509.",1551115,2020
norman2019,2019,Psychotherapy,PTSD+SUD,119,,0.958,,CAPS-5,42.7,9.5,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,,,1,0,Veteran,,41.6,12.6,,0.1008,,0.8992,Race and Ethnicity data reported,0.6555,0.1345,,0.0504,,0.1513,,0.2941,,,,,,,,Mixed,"combat-related, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, illness/medical procedure",,,,8.3,2.7,,Alcohol,Alcohol,Included,"AUD: 100%


SUD: 11.8%",,,Prior suicide attempt,0.245,,,,,,,,,,,,,,POINT (-95.71289 37.09024),High,"Norman SB, Trim R, Haller M, et al. Efficacy of integrated exposure therapy vs integrated coping skills therapy for comorbid posttraumatic stress disorder and alcohol use disorder: a randomized clinical trial. JAMA Psychiatry. 2019 Apr 24;76(8):791-9. doi: 10.1001/jamapsychiatry.2019.0638. PMID: 31017639.",52065,2020
norman2022,2022,Psychotherapy,PTSD,145,,0.848,CAPS-5 to determine presence of PTSD (threshold NR),CAPS-5,38.4,9.5,,Additional definitions of PTSD severity at baseline reported in the study,,,,0,,,1,0,Veteran,,39.2,8.1,,0.062,,0.924,Race and Ethnicity data reported,0.634,0.09,,,,0.248,"Asian reported combined with Pacific Islander (9.0%), abstracted here with ""Other"" which also includes categories of ""biracial/ multiracial"" (5.5%) and ""other"" (10.3%) reported in the paper.",0.221,,,"48.3% had previous participation in PE or CPT, 69.0% currently taking psychotropic medication",,,,,Mixed,Combat-related; Rape/sexual assault;  Accidents; Illness/medical procedure; Community/school violence; Natural or manmade disasters; Other (life-threatening injury),11.4,2.8,,,,,,,Included,"Mild-moderate SUD assessed with SCID, if willing to set goals to reduce use: NR (allowed)
Current severe SUD assessed with SCID: 0% (excluded)",,,,,Excluded: acute suicide risk assessed by C-SSRS (threshold NR),,,,Excluded: unmanaged psychosis assessed by SCID,,,,,,8% on anti-anxiety medications,,,POINT (-95.71289 37.09024),Low,"Norman SB, Capone C, Panza KE, et al. A clinical trial comparing trauma-informed guilt reduction therapy (TrIGR), a brief intervention for trauma-related guilt, to supportive care therapy. Depress Anxiety. 2022 Apr;39(4):262-73. doi: 10.1002/da.23244. PMID: 35075738.",1586433,2023
numata2014,2014,Pharmacotherapy,PTSD,43,,1,,IES-R,46.6,12.7,,Additional definitions of PTSD severity at baseline reported in the study,2,,,,,,,1,Community,,50.1,17.5,,0.4884,,0.5116,,,,,,,,,,,,,,,,,Natural or manmade disasters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (138.0309 37.5923),High,"Numata T, GunFan S, Takayama S, et al. Treatment of posttraumatic stress disorder using the traditional Japanese herbal medicine saikokeishikankyoto: a randomized, observer-blinded, controlled trial in survivors of the great East Japan earthquake and tsunami. Evid Based Complement Alternat Med. 2014;2014:683293. doi: 10.1155/2014/683293. PMID: 24790634.",46973,2019
oehen2013,2013,Psychotherapy & pharmacotherapy,PTSD,14,,1,,CAPS,65.3,11.9,,Additional definitions of PTSD severity at baseline reported in the study,18.3,12,,,,,,1,Community,,41.4,11.2,,0.8333,,0.1667,,,,,,,,,,,0%,,0.8333,,,,Mixed,"child sexual abuse, rape/sexual assault, accidents, illness/medical procedure",,,,,,,,,Included,"AUD: 8.33%


Cannabis abuse/dependency: 16.67%",,,,,,,,,,,,,Panic disorder,0.08,,,,POINT (8.20866 46.79785),High,"Oehen P, Traber R, Widmer V, et al. A randomized, controlled pilot study of MDMA (±3,4-Methylenedioxymethamphetamine)-assisted psychotherapy for treatment of resistant, chronic post-traumatic stress disorder (PTSD). J Psychopharmacol. 2013 Jan;27(1):40-52. doi: 10.1177/0269881112464827. PMID: 23118021.",41195,2019
